0.00538166 + -0.00420208i	0.00129884 + 0.00351183i	-0.000191181 + -0.000563422i	0.00129884 + 0.00351183i	-0.000313123 + 0.00100306i	-0.000129536 + -0.000124948i	-0.000191181 + -0.000563422i	-0.000129536 + -0.000124948i	-1.45636e-05 + -7.22007e-05i	
0.00129885 + 0.00351183i	0.00330017 + -0.00379182i	0.00129885 + 0.00351183i	-0.000410787 + 0.00103603i	6.88658e-05 + 0.00367067i	-0.000410787 + 0.00103603i	-0.000129535 + -0.00012495i	-0.000108763 + -0.000419669i	-0.000129535 + -0.00012495i	
-0.000191181 + -0.000563422i	0.00129884 + 0.00351183i	0.00538166 + -0.00420208i	-0.000129536 + -0.000124948i	-0.000313123 + 0.00100306i	0.00129884 + 0.00351183i	-1.45636e-05 + -7.22007e-05i	-0.000129536 + -0.000124948i	-0.000191181 + -0.000563422i	
0.00129885 + 0.00351183i	-0.000410787 + 0.00103603i	-0.000129535 + -0.00012495i	0.00330017 + -0.00379182i	6.88658e-05 + 0.00367067i	-0.000108763 + -0.000419669i	0.00129885 + 0.00351183i	-0.000410787 + 0.00103603i	-0.000129535 + -0.00012495i	
-0.000313114 + 0.00100305i	6.88731e-05 + 0.00367067i	-0.000313114 + 0.00100305i	6.88731e-05 + 0.00367067i	0.000813441 + -0.00438438i	6.88731e-05 + 0.00367067i	-0.000313114 + 0.00100305i	6.88731e-05 + 0.00367067i	-0.000313114 + 0.00100305i	
-0.000129535 + -0.00012495i	-0.000410787 + 0.00103603i	0.00129885 + 0.00351183i	-0.000108763 + -0.000419669i	6.88658e-05 + 0.00367067i	0.00330017 + -0.00379182i	-0.000129535 + -0.00012495i	-0.000410787 + 0.00103603i	0.00129885 + 0.00351183i	
-0.000191181 + -0.000563422i	-0.000129536 + -0.000124948i	-1.45636e-05 + -7.22007e-05i	0.00129884 + 0.00351183i	-0.000313123 + 0.00100306i	-0.000129536 + -0.000124948i	0.00538166 + -0.00420208i	0.00129884 + 0.00351183i	-0.000191181 + -0.000563422i	
-0.000129535 + -0.00012495i	-0.000108763 + -0.000419669i	-0.000129535 + -0.00012495i	-0.000410787 + 0.00103603i	6.88658e-05 + 0.00367067i	-0.000410787 + 0.00103603i	0.00129885 + 0.00351183i	0.00330017 + -0.00379182i	0.00129885 + 0.00351183i	
-1.45636e-05 + -7.22007e-05i	-0.000129536 + -0.000124948i	-0.000191181 + -0.000563422i	-0.000129536 + -0.000124948i	-0.000313123 + 0.00100306i	0.00129884 + 0.00351183i	-0.000191181 + -0.000563422i	0.00129884 + 0.00351183i	0.00538166 + -0.00420208i	



A:

0.343403	0	-0.14624	0	-0.0382341	0.0387315	-0.14624	0.0387315	0.00130831	0.129145	0.194468	0.022613	0.194468	-0.0388666	-0.0274234	0.022613	-0.0274234	0.0197496	
-0.0432419	0.0382341	0.0336736	0.0382341	0	-0.0131326	0.0336736	-0.0131326	0.00362148	-0.0933274	-0.0388666	0.0242326	-0.0388666	0.0152851	-0.00213408	0.0242326	-0.00213408	-0.00420441	
-0.0741474	-0.0387315	0.0161187	-0.0387315	0.0131326	0	0.0161187	0	-0.00411796	0.0501827	-0.0274234	-0.0323149	-0.0274234	-0.00213408	0.0115812	-0.0323149	0.0115812	-0.00252448	
0.137049	0.14624	0	0.14624	-0.0336736	-0.0161187	0	-0.0161187	0.0150039	-0.243222	0.022613	0.112602	0.022613	0.0242326	-0.0323149	0.112602	-0.0323149	0.00131267	
-0.0741474	-0.0387315	0.0161187	-0.0387315	0.0131326	0	0.0161187	0	-0.00411796	0.0501827	-0.0274234	-0.0323149	-0.0274234	-0.00213408	0.0115812	-0.0323149	0.0115812	-0.00252448	
0.0340063	-0.00130831	-0.0150039	-0.00130831	-0.00362148	0.00411796	-0.0150039	0.00411796	0	0.0154259	0.0197496	0.00131267	0.0197496	-0.00420441	-0.00252448	0.00131267	-0.00252448	0.00201452	



B:

0

0.0107633	0.00129884	-0.000191181	0.00129884	-0.000313123	-0.000129536	-0.000191181	-0.000129536	-1.45636e-05	-0	-0.00351183	0.000563422	-0.00351183	-0.00100306	0.000124948	0.000563422	0.000124948	7.22007e-05	
0.00129884	0	0	0	0	0	0	0	0	0.00351183	-0	-0	-0	-0	-0	-0	-0	-0	
-0.000191181	0	0	0	0	0	0	0	0	-0.000563422	-0	-0	-0	-0	-0	-0	-0	-0	
0.00129884	0	0	0	0	0	0	0	0	0.00351183	-0	-0	-0	-0	-0	-0	-0	-0	
-0.000313123	0	0	0	0	0	0	0	0	0.00100306	-0	-0	-0	-0	-0	-0	-0	-0	
-0.000129536	0	0	0	0	0	0	0	0	-0.000124948	-0	-0	-0	-0	-0	-0	-0	-0	
-0.000191181	0	0	0	0	0	0	0	0	-0.000563422	-0	-0	-0	-0	-0	-0	-0	-0	
-0.000129536	0	0	0	0	0	0	0	0	-0.000124948	-0	-0	-0	-0	-0	-0	-0	-0	
-1.45636e-05	0	0	0	0	0	0	0	0	-7.22007e-05	-0	-0	-0	-0	-0	-0	-0	-0	
0	0.00351183	-0.000563422	0.00351183	0.00100306	-0.000124948	-0.000563422	-0.000124948	-7.22007e-05	0.0107633	0.00129884	-0.000191181	0.00129884	-0.000313123	-0.000129536	-0.000191181	-0.000129536	-1.45636e-05	
-0.00351183	0	0	0	0	0	0	0	0	0.00129884	0	0	0	0	0	0	0	0	
0.000563422	0	0	0	0	0	0	0	0	-0.000191181	0	0	0	0	0	0	0	0	
-0.00351183	0	0	0	0	0	0	0	0	0.00129884	0	0	0	0	0	0	0	0	
-0.00100306	0	0	0	0	0	0	0	0	-0.000313123	0	0	0	0	0	0	0	0	
0.000124948	0	0	0	0	0	0	0	0	-0.000129536	0	0	0	0	0	0	0	0	
0.000563422	0	0	0	0	0	0	0	0	-0.000191181	0	0	0	0	0	0	0	0	
0.000124948	0	0	0	0	0	0	0	0	-0.000129536	0	0	0	0	0	0	0	0	
7.22007e-05	0	0	0	0	0	0	0	0	-1.45636e-05	0	0	0	0	0	0	0	0	


1

0	0.00129885	0	0	0	0	0	0	0	-0	0.00351183	-0	-0	-0	-0	-0	-0	-0	
0.00129885	0.00660034	0.00129885	-0.000410787	6.88658e-05	-0.000410787	-0.000129535	-0.000108763	-0.000129535	-0.00351183	-0	-0.00351183	-0.00103603	-0.00367067	-0.00103603	0.00012495	0.000419669	0.00012495	
0	0.00129885	0	0	0	0	0	0	0	-0	0.00351183	-0	-0	-0	-0	-0	-0	-0	
0	-0.000410787	0	0	0	0	0	0	0	-0	0.00103603	-0	-0	-0	-0	-0	-0	-0	
0	6.88658e-05	0	0	0	0	0	0	0	-0	0.00367067	-0	-0	-0	-0	-0	-0	-0	
0	-0.000410787	0	0	0	0	0	0	0	-0	0.00103603	-0	-0	-0	-0	-0	-0	-0	
0	-0.000129535	0	0	0	0	0	0	0	-0	-0.00012495	-0	-0	-0	-0	-0	-0	-0	
0	-0.000108763	0	0	0	0	0	0	0	-0	-0.000419669	-0	-0	-0	-0	-0	-0	-0	
0	-0.000129535	0	0	0	0	0	0	0	-0	-0.00012495	-0	-0	-0	-0	-0	-0	-0	
0	-0.00351183	0	0	0	0	0	0	0	0	0.00129885	0	0	0	0	0	0	0	
0.00351183	0	0.00351183	0.00103603	0.00367067	0.00103603	-0.00012495	-0.000419669	-0.00012495	0.00129885	0.00660034	0.00129885	-0.000410787	6.88658e-05	-0.000410787	-0.000129535	-0.000108763	-0.000129535	
0	-0.00351183	0	0	0	0	0	0	0	0	0.00129885	0	0	0	0	0	0	0	
0	-0.00103603	0	0	0	0	0	0	0	0	-0.000410787	0	0	0	0	0	0	0	
0	-0.00367067	0	0	0	0	0	0	0	0	6.88658e-05	0	0	0	0	0	0	0	
0	-0.00103603	0	0	0	0	0	0	0	0	-0.000410787	0	0	0	0	0	0	0	
0	0.00012495	0	0	0	0	0	0	0	0	-0.000129535	0	0	0	0	0	0	0	
0	0.000419669	0	0	0	0	0	0	0	0	-0.000108763	0	0	0	0	0	0	0	
0	0.00012495	0	0	0	0	0	0	0	0	-0.000129535	0	0	0	0	0	0	0	


2

0	0	-0.000191181	0	0	0	0	0	0	-0	-0	-0.000563422	-0	-0	-0	-0	-0	-0	
0	0	0.00129884	0	0	0	0	0	0	-0	-0	0.00351183	-0	-0	-0	-0	-0	-0	
-0.000191181	0.00129884	0.0107633	-0.000129536	-0.000313123	0.00129884	-1.45636e-05	-0.000129536	-0.000191181	0.000563422	-0.00351183	-0	0.000124948	-0.00100306	-0.00351183	7.22007e-05	0.000124948	0.000563422	
0	0	-0.000129536	0	0	0	0	0	0	-0	-0	-0.000124948	-0	-0	-0	-0	-0	-0	
0	0	-0.000313123	0	0	0	0	0	0	-0	-0	0.00100306	-0	-0	-0	-0	-0	-0	
0	0	0.00129884	0	0	0	0	0	0	-0	-0	0.00351183	-0	-0	-0	-0	-0	-0	
0	0	-1.45636e-05	0	0	0	0	0	0	-0	-0	-7.22007e-05	-0	-0	-0	-0	-0	-0	
0	0	-0.000129536	0	0	0	0	0	0	-0	-0	-0.000124948	-0	-0	-0	-0	-0	-0	
0	0	-0.000191181	0	0	0	0	0	0	-0	-0	-0.000563422	-0	-0	-0	-0	-0	-0	
0	0	0.000563422	0	0	0	0	0	0	0	0	-0.000191181	0	0	0	0	0	0	
0	0	-0.00351183	0	0	0	0	0	0	0	0	0.00129884	0	0	0	0	0	0	
-0.000563422	0.00351183	0	-0.000124948	0.00100306	0.00351183	-7.22007e-05	-0.000124948	-0.000563422	-0.000191181	0.00129884	0.0107633	-0.000129536	-0.000313123	0.00129884	-1.45636e-05	-0.000129536	-0.000191181	
0	0	0.000124948	0	0	0	0	0	0	0	0	-0.000129536	0	0	0	0	0	0	
0	0	-0.00100306	0	0	0	0	0	0	0	0	-0.000313123	0	0	0	0	0	0	
0	0	-0.00351183	0	0	0	0	0	0	0	0	0.00129884	0	0	0	0	0	0	
0	0	7.22007e-05	0	0	0	0	0	0	0	0	-1.45636e-05	0	0	0	0	0	0	
0	0	0.000124948	0	0	0	0	0	0	0	0	-0.000129536	0	0	0	0	0	0	
0	0	0.000563422	0	0	0	0	0	0	0	0	-0.000191181	0	0	0	0	0	0	


3

0	0	0	0.00129885	0	0	0	0	0	-0	-0	-0	0.00351183	-0	-0	-0	-0	-0	
0	0	0	-0.000410787	0	0	0	0	0	-0	-0	-0	0.00103603	-0	-0	-0	-0	-0	
0	0	0	-0.000129535	0	0	0	0	0	-0	-0	-0	-0.00012495	-0	-0	-0	-0	-0	
0.00129885	-0.000410787	-0.000129535	0.00660034	6.88658e-05	-0.000108763	0.00129885	-0.000410787	-0.000129535	-0.00351183	-0.00103603	0.00012495	-0	-0.00367067	0.000419669	-0.00351183	-0.00103603	0.00012495	
0	0	0	6.88658e-05	0	0	0	0	0	-0	-0	-0	0.00367067	-0	-0	-0	-0	-0	
0	0	0	-0.000108763	0	0	0	0	0	-0	-0	-0	-0.000419669	-0	-0	-0	-0	-0	
0	0	0	0.00129885	0	0	0	0	0	-0	-0	-0	0.00351183	-0	-0	-0	-0	-0	
0	0	0	-0.000410787	0	0	0	0	0	-0	-0	-0	0.00103603	-0	-0	-0	-0	-0	
0	0	0	-0.000129535	0	0	0	0	0	-0	-0	-0	-0.00012495	-0	-0	-0	-0	-0	
0	0	0	-0.00351183	0	0	0	0	0	0	0	0	0.00129885	0	0	0	0	0	
0	0	0	-0.00103603	0	0	0	0	0	0	0	0	-0.000410787	0	0	0	0	0	
0	0	0	0.00012495	0	0	0	0	0	0	0	0	-0.000129535	0	0	0	0	0	
0.00351183	0.00103603	-0.00012495	0	0.00367067	-0.000419669	0.00351183	0.00103603	-0.00012495	0.00129885	-0.000410787	-0.000129535	0.00660034	6.88658e-05	-0.000108763	0.00129885	-0.000410787	-0.000129535	
0	0	0	-0.00367067	0	0	0	0	0	0	0	0	6.88658e-05	0	0	0	0	0	
0	0	0	0.000419669	0	0	0	0	0	0	0	0	-0.000108763	0	0	0	0	0	
0	0	0	-0.00351183	0	0	0	0	0	0	0	0	0.00129885	0	0	0	0	0	
0	0	0	-0.00103603	0	0	0	0	0	0	0	0	-0.000410787	0	0	0	0	0	
0	0	0	0.00012495	0	0	0	0	0	0	0	0	-0.000129535	0	0	0	0	0	


4

0	0	0	0	-0.000313114	0	0	0	0	-0	-0	-0	-0	0.00100305	-0	-0	-0	-0	
0	0	0	0	6.88731e-05	0	0	0	0	-0	-0	-0	-0	0.00367067	-0	-0	-0	-0	
0	0	0	0	-0.000313114	0	0	0	0	-0	-0	-0	-0	0.00100305	-0	-0	-0	-0	
0	0	0	0	6.88731e-05	0	0	0	0	-0	-0	-0	-0	0.00367067	-0	-0	-0	-0	
-0.000313114	6.88731e-05	-0.000313114	6.88731e-05	0.00162688	6.88731e-05	-0.000313114	6.88731e-05	-0.000313114	-0.00100305	-0.00367067	-0.00100305	-0.00367067	-0	-0.00367067	-0.00100305	-0.00367067	-0.00100305	
0	0	0	0	6.88731e-05	0	0	0	0	-0	-0	-0	-0	0.00367067	-0	-0	-0	-0	
0	0	0	0	-0.000313114	0	0	0	0	-0	-0	-0	-0	0.00100305	-0	-0	-0	-0	
0	0	0	0	6.88731e-05	0	0	0	0	-0	-0	-0	-0	0.00367067	-0	-0	-0	-0	
0	0	0	0	-0.000313114	0	0	0	0	-0	-0	-0	-0	0.00100305	-0	-0	-0	-0	
0	0	0	0	-0.00100305	0	0	0	0	0	0	0	0	-0.000313114	0	0	0	0	
0	0	0	0	-0.00367067	0	0	0	0	0	0	0	0	6.88731e-05	0	0	0	0	
0	0	0	0	-0.00100305	0	0	0	0	0	0	0	0	-0.000313114	0	0	0	0	
0	0	0	0	-0.00367067	0	0	0	0	0	0	0	0	6.88731e-05	0	0	0	0	
0.00100305	0.00367067	0.00100305	0.00367067	0	0.00367067	0.00100305	0.00367067	0.00100305	-0.000313114	6.88731e-05	-0.000313114	6.88731e-05	0.00162688	6.88731e-05	-0.000313114	6.88731e-05	-0.000313114	
0	0	0	0	-0.00367067	0	0	0	0	0	0	0	0	6.88731e-05	0	0	0	0	
0	0	0	0	-0.00100305	0	0	0	0	0	0	0	0	-0.000313114	0	0	0	0	
0	0	0	0	-0.00367067	0	0	0	0	0	0	0	0	6.88731e-05	0	0	0	0	
0	0	0	0	-0.00100305	0	0	0	0	0	0	0	0	-0.000313114	0	0	0	0	


5

0	0	0	0	0	-0.000129535	0	0	0	-0	-0	-0	-0	-0	-0.00012495	-0	-0	-0	
0	0	0	0	0	-0.000410787	0	0	0	-0	-0	-0	-0	-0	0.00103603	-0	-0	-0	
0	0	0	0	0	0.00129885	0	0	0	-0	-0	-0	-0	-0	0.00351183	-0	-0	-0	
0	0	0	0	0	-0.000108763	0	0	0	-0	-0	-0	-0	-0	-0.000419669	-0	-0	-0	
0	0	0	0	0	6.88658e-05	0	0	0	-0	-0	-0	-0	-0	0.00367067	-0	-0	-0	
-0.000129535	-0.000410787	0.00129885	-0.000108763	6.88658e-05	0.00660034	-0.000129535	-0.000410787	0.00129885	0.00012495	-0.00103603	-0.00351183	0.000419669	-0.00367067	-0	0.00012495	-0.00103603	-0.00351183	
0	0	0	0	0	-0.000129535	0	0	0	-0	-0	-0	-0	-0	-0.00012495	-0	-0	-0	
0	0	0	0	0	-0.000410787	0	0	0	-0	-0	-0	-0	-0	0.00103603	-0	-0	-0	
0	0	0	0	0	0.00129885	0	0	0	-0	-0	-0	-0	-0	0.00351183	-0	-0	-0	
0	0	0	0	0	0.00012495	0	0	0	0	0	0	0	0	-0.000129535	0	0	0	
0	0	0	0	0	-0.00103603	0	0	0	0	0	0	0	0	-0.000410787	0	0	0	
0	0	0	0	0	-0.00351183	0	0	0	0	0	0	0	0	0.00129885	0	0	0	
0	0	0	0	0	0.000419669	0	0	0	0	0	0	0	0	-0.000108763	0	0	0	
0	0	0	0	0	-0.00367067	0	0	0	0	0	0	0	0	6.88658e-05	0	0	0	
-0.00012495	0.00103603	0.00351183	-0.000419669	0.00367067	0	-0.00012495	0.00103603	0.00351183	-0.000129535	-0.000410787	0.00129885	-0.000108763	6.88658e-05	0.00660034	-0.000129535	-0.000410787	0.00129885	
0	0	0	0	0	0.00012495	0	0	0	0	0	0	0	0	-0.000129535	0	0	0	
0	0	0	0	0	-0.00103603	0	0	0	0	0	0	0	0	-0.000410787	0	0	0	
0	0	0	0	0	-0.00351183	0	0	0	0	0	0	0	0	0.00129885	0	0	0	


6

0	0	0	0	0	0	-0.000191181	0	0	-0	-0	-0	-0	-0	-0	-0.000563422	-0	-0	
0	0	0	0	0	0	-0.000129536	0	0	-0	-0	-0	-0	-0	-0	-0.000124948	-0	-0	
0	0	0	0	0	0	-1.45636e-05	0	0	-0	-0	-0	-0	-0	-0	-7.22007e-05	-0	-0	
0	0	0	0	0	0	0.00129884	0	0	-0	-0	-0	-0	-0	-0	0.00351183	-0	-0	
0	0	0	0	0	0	-0.000313123	0	0	-0	-0	-0	-0	-0	-0	0.00100306	-0	-0	
0	0	0	0	0	0	-0.000129536	0	0	-0	-0	-0	-0	-0	-0	-0.000124948	-0	-0	
-0.000191181	-0.000129536	-1.45636e-05	0.00129884	-0.000313123	-0.000129536	0.0107633	0.00129884	-0.000191181	0.000563422	0.000124948	7.22007e-05	-0.00351183	-0.00100306	0.000124948	-0	-0.00351183	0.000563422	
0	0	0	0	0	0	0.00129884	0	0	-0	-0	-0	-0	-0	-0	0.00351183	-0	-0	
0	0	0	0	0	0	-0.000191181	0	0	-0	-0	-0	-0	-0	-0	-0.000563422	-0	-0	
0	0	0	0	0	0	0.000563422	0	0	0	0	0	0	0	0	-0.000191181	0	0	
0	0	0	0	0	0	0.000124948	0	0	0	0	0	0	0	0	-0.000129536	0	0	
0	0	0	0	0	0	7.22007e-05	0	0	0	0	0	0	0	0	-1.45636e-05	0	0	
0	0	0	0	0	0	-0.00351183	0	0	0	0	0	0	0	0	0.00129884	0	0	
0	0	0	0	0	0	-0.00100306	0	0	0	0	0	0	0	0	-0.000313123	0	0	
0	0	0	0	0	0	0.000124948	0	0	0	0	0	0	0	0	-0.000129536	0	0	
-0.000563422	-0.000124948	-7.22007e-05	0.00351183	0.00100306	-0.000124948	0	0.00351183	-0.000563422	-0.000191181	-0.000129536	-1.45636e-05	0.00129884	-0.000313123	-0.000129536	0.0107633	0.00129884	-0.000191181	
0	0	0	0	0	0	-0.00351183	0	0	0	0	0	0	0	0	0.00129884	0	0	
0	0	0	0	0	0	0.000563422	0	0	0	0	0	0	0	0	-0.000191181	0	0	


7

0	0	0	0	0	0	0	-0.000129535	0	-0	-0	-0	-0	-0	-0	-0	-0.00012495	-0	
0	0	0	0	0	0	0	-0.000108763	0	-0	-0	-0	-0	-0	-0	-0	-0.000419669	-0	
0	0	0	0	0	0	0	-0.000129535	0	-0	-0	-0	-0	-0	-0	-0	-0.00012495	-0	
0	0	0	0	0	0	0	-0.000410787	0	-0	-0	-0	-0	-0	-0	-0	0.00103603	-0	
0	0	0	0	0	0	0	6.88658e-05	0	-0	-0	-0	-0	-0	-0	-0	0.00367067	-0	
0	0	0	0	0	0	0	-0.000410787	0	-0	-0	-0	-0	-0	-0	-0	0.00103603	-0	
0	0	0	0	0	0	0	0.00129885	0	-0	-0	-0	-0	-0	-0	-0	0.00351183	-0	
-0.000129535	-0.000108763	-0.000129535	-0.000410787	6.88658e-05	-0.000410787	0.00129885	0.00660034	0.00129885	0.00012495	0.000419669	0.00012495	-0.00103603	-0.00367067	-0.00103603	-0.00351183	-0	-0.00351183	
0	0	0	0	0	0	0	0.00129885	0	-0	-0	-0	-0	-0	-0	-0	0.00351183	-0	
0	0	0	0	0	0	0	0.00012495	0	0	0	0	0	0	0	0	-0.000129535	0	
0	0	0	0	0	0	0	0.000419669	0	0	0	0	0	0	0	0	-0.000108763	0	
0	0	0	0	0	0	0	0.00012495	0	0	0	0	0	0	0	0	-0.000129535	0	
0	0	0	0	0	0	0	-0.00103603	0	0	0	0	0	0	0	0	-0.000410787	0	
0	0	0	0	0	0	0	-0.00367067	0	0	0	0	0	0	0	0	6.88658e-05	0	
0	0	0	0	0	0	0	-0.00103603	0	0	0	0	0	0	0	0	-0.000410787	0	
0	0	0	0	0	0	0	-0.00351183	0	0	0	0	0	0	0	0	0.00129885	0	
-0.00012495	-0.000419669	-0.00012495	0.00103603	0.00367067	0.00103603	0.00351183	0	0.00351183	-0.000129535	-0.000108763	-0.000129535	-0.000410787	6.88658e-05	-0.000410787	0.00129885	0.00660034	0.00129885	
0	0	0	0	0	0	0	-0.00351183	0	0	0	0	0	0	0	0	0.00129885	0	


8

0	0	0	0	0	0	0	0	-1.45636e-05	-0	-0	-0	-0	-0	-0	-0	-0	-7.22007e-05	
0	0	0	0	0	0	0	0	-0.000129536	-0	-0	-0	-0	-0	-0	-0	-0	-0.000124948	
0	0	0	0	0	0	0	0	-0.000191181	-0	-0	-0	-0	-0	-0	-0	-0	-0.000563422	
0	0	0	0	0	0	0	0	-0.000129536	-0	-0	-0	-0	-0	-0	-0	-0	-0.000124948	
0	0	0	0	0	0	0	0	-0.000313123	-0	-0	-0	-0	-0	-0	-0	-0	0.00100306	
0	0	0	0	0	0	0	0	0.00129884	-0	-0	-0	-0	-0	-0	-0	-0	0.00351183	
0	0	0	0	0	0	0	0	-0.000191181	-0	-0	-0	-0	-0	-0	-0	-0	-0.000563422	
0	0	0	0	0	0	0	0	0.00129884	-0	-0	-0	-0	-0	-0	-0	-0	0.00351183	
-1.45636e-05	-0.000129536	-0.000191181	-0.000129536	-0.000313123	0.00129884	-0.000191181	0.00129884	0.0107633	7.22007e-05	0.000124948	0.000563422	0.000124948	-0.00100306	-0.00351183	0.000563422	-0.00351183	-0	
0	0	0	0	0	0	0	0	7.22007e-05	0	0	0	0	0	0	0	0	-1.45636e-05	
0	0	0	0	0	0	0	0	0.000124948	0	0	0	0	0	0	0	0	-0.000129536	
0	0	0	0	0	0	0	0	0.000563422	0	0	0	0	0	0	0	0	-0.000191181	
0	0	0	0	0	0	0	0	0.000124948	0	0	0	0	0	0	0	0	-0.000129536	
0	0	0	0	0	0	0	0	-0.00100306	0	0	0	0	0	0	0	0	-0.000313123	
0	0	0	0	0	0	0	0	-0.00351183	0	0	0	0	0	0	0	0	0.00129884	
0	0	0	0	0	0	0	0	0.000563422	0	0	0	0	0	0	0	0	-0.000191181	
0	0	0	0	0	0	0	0	-0.00351183	0	0	0	0	0	0	0	0	0.00129884	
-7.22007e-05	-0.000124948	-0.000563422	-0.000124948	0.00100306	0.00351183	-0.000563422	0.00351183	0	-1.45636e-05	-0.000129536	-0.000191181	-0.000129536	-0.000313123	0.00129884	-0.000191181	0.00129884	0.0107633	
